iq,cgpa,10th_marks,12th_marks,communication_skills,placed
92,7.17,68.8,57.12,8,1
92,9.5,91.89,65.21,8.5,0
113,7.19,97.56,64.81,8.6,1
83,7.86,72.18,72.34,7.8,1
103,8.04,75.39,65.35,7.4,0
118,6.5,68.31,94.21,8.2,0
92,6.64,61.88,96.56,4.1,1
89,6.29,87.18,50.74,7.3,0
97,6.61,82.23,81.53,7.1,1
118,4.65,80.1,85.3,7.3,0
103,8.04,66,81.52,6.9,0
92,9.55,96.4,67.1,7.6,1
107,7.65,74.97,72.07,6.1,1
83,6.08,85.34,66.02,8.7,0
110,6.86,65.45,69.96,7.7,1
106,7.04,78.09,60.48,7.2,1
95,6.48,82.91,73.62,6,1
87,8.36,83.27,56.97,8.2,1
87,8.31,81.55,72.6,7.3,0
108,6.34,84.95,60.02,5.9,1
118,8.23,68.69,77.48,6.9,1
90,9.03,81.97,66.85,7.9,1
107,9.4,81.14,78.49,7.8,0
70,10,82.32,87.98,7.7,1
91,6.6,80.72,94.07,7.1,1
100,10,67.27,44.66,8.5,0
86,7.15,66.82,64.99,8.9,1
86,6.91,57.86,71.36,8.1,0
90,7.83,88.18,80.52,6.1,0
104,6.92,88.28,55.2,5.4,0
97,7.9,88.44,63.21,6.2,0
70,6.18,83.07,76.56,9.9,1
70,7.26,58.67,76.02,7.4,1
91,8.79,69.73,79.53,10,1
107,7.44,81.7,80.32,6.8,0
70,7.64,81.36,79.06,6.6,0
93,7.98,77.77,77.32,6.9,1
92,8.67,83.69,75.67,6.9,1
121,5.84,80.12,82.98,5.8,1
94,8.08,81.21,48.13,5.3,1
106,7.23,73.61,93.53,7.8,1
102,7.67,89.82,48.55,8.6,0
70,8.56,75.69,62.05,10,0
112,6.31,66.69,72.28,6.3,0
103,6.49,72.29,83.07,6.5,0
108,5.56,76.52,39.06,5.8,0
145,6.95,89.94,74.66,8.7,1
70,8.83,79.58,84.51,8.2,1
126,7.38,78.14,86.93,5.7,1
96,6.16,67.51,66.63,5.6,1
104,7.01,87.85,71.39,8.4,0
99,6.01,73.48,67.61,7.6,0
94,6.37,79,70.29,8.1,0
91,7.89,94.8,62.62,5.7,0
105,6.33,85.09,64.33,4.2,1
77,8.61,63.72,80.21,5.7,0
111,7.43,62.3,76.58,8,0
94,7.59,79.36,80.9,10,0
83,7.22,67.87,77.57,6.4,0
93,8.27,86.49,83.45,10,1
119,8.28,80.42,85.54,8.2,1
92,7.84,81.65,54.1,4.9,1
105,8.06,72.93,64.75,7.3,1
89,7.29,97.41,72.22,8.3,0
111,8.04,100,74.73,3.4,1
110,7.16,77.21,66.96,8,0
128,7.5,83.53,85.94,8.8,0
97,7.23,80.97,98.76,7.6,1
110,7.04,77.4,77.23,6.9,1
101,6.81,71.68,76.01,6.7,1
119,7.97,69.15,85.19,6.7,1
89,8.81,68.64,52.61,5.2,1
111,8.67,84.05,75.34,6,1
97,6.24,74.8,86.75,6.4,1
99,8.79,54.22,67.28,7.2,0
101,7.18,84.45,60.28,6.2,0
104,8.1,79.62,72.77,5.7,0
98,6.59,93.47,74.27,8.1,1
103,7.64,83.73,64.1,7.6,0
124,7.81,65.21,100,6.2,0
115,6.02,57.7,69.26,7.8,0
113,8.11,72.81,61.16,6.3,1
93,8.85,73.75,73.88,7.1,0
87,7.33,89.43,85.89,8.5,0
114,8.86,79.91,75.21,6.1,1
113,7.31,91.34,80.83,5.2,1
122,8.35,66.75,64.54,6.8,0
91,5.28,89.65,92.85,5,1
97,9.92,87.21,81.74,6.6,1
75,9,59.82,87.57,6.6,0
94,7.22,93.23,79.38,3.3,0
115,5.53,80.93,84.9,7.8,0
93,7.79,83.92,64.52,6.7,0
110,6.06,71.35,69.1,8.8,0
97,7.94,92.75,91.16,7.3,1
105,7.91,68.14,93.72,8.1,0
83,6.56,88.32,61.24,8.8,1
101,8.62,88.21,78,6.8,0
70,8.31,70.26,69.83,7,1
97,8.48,99.83,66.64,4.6,1
76,7.51,82.32,78.42,8.9,1
118,6.08,86.54,88.69,6.8,0
112,8.48,64.73,80.42,5.5,0
107,7.23,100,71.17,8.1,1
123,6.11,67.75,81.18,3.7,1
86,8.85,90.25,70.68,6.4,0
126,9.6,70.05,79.95,8.4,0
114,7.46,73.81,91.76,6.3,1
96,9.66,87.89,50.07,5.9,1
117,7.59,90.28,84.57,6.4,1
83,7.12,67.29,56.53,4,0
88,6.87,90.9,89.74,8.1,1
91,9.14,90.45,67.36,6.8,1
92,6.72,70.62,60.39,6.6,1
84,8.24,95.99,83.34,6.6,0
118,6.94,65.43,79.37,7,0
96,7.04,73.75,63.01,8,0
105,8.53,84.79,59.96,6.9,0
91,7.12,71.46,72.75,5,0
73,7.1,82.64,60.55,7.9,1
104,8.63,82.41,62.26,7.7,0
71,9.1,78.13,76.39,7.3,1
99,8.14,88.32,63.41,8.6,0
79,6.85,77.72,80.12,7,0
130,6.99,82.32,92.88,8.7,0
114,7.58,91.46,73.22,9.1,1
102,7.82,87.91,76.56,7.9,0
119,6.51,87.86,99.22,5.9,0
87,8.22,68.51,60.75,6.8,1
108,7.59,85.25,89.29,8.9,0
103,5.78,71.22,87.85,4.8,1
104,6.57,67.19,85.25,6.4,0
119,7,79.28,90.5,6.5,1
111,7.43,70.96,78.37,5.7,1
104,9.39,87.91,68,8.3,0
75,7.74,88.15,88.13,7.6,1
86,6.66,60.97,88.59,5.9,1
98,7.72,71.72,88.26,7.9,1
101,7.15,65.4,75.53,6.8,0
83,7.82,75.37,66.41,5.7,1
136,8.08,84.55,77.3,5.9,0
123,8.71,77.58,86.31,7.7,0
109,7.48,74.1,87.29,8.4,1
101,9.14,93,69.84,6.3,0
97,8.41,56.95,78.78,7.8,1
86,6.79,92.37,59.29,9.4,1
101,9.71,74.56,86.82,5.1,1
104,7.83,79.22,65.6,7.5,1
81,6.66,74.73,84.42,8.2,1
105,9.15,95.43,61.21,6.9,1
98,9.58,67.69,87.38,8.9,0
71,7.47,80.12,78.86,10,0
87,7,85.27,65.62,7.5,0
94,7.33,63.89,83.3,6.6,1
128,8.21,70.8,67.92,8.5,1
108,8.78,78.52,83.99,8.3,1
80,8.07,71.13,71.71,3.2,1
107,7.6,71.84,54.35,7,0
77,9,76.5,63.21,6.4,0
116,7.19,86.5,69.84,7.6,1
93,8.53,76.57,91.42,6.7,1
99,7.21,90.78,85.81,6.9,1
120,7.93,70.02,94.49,5.7,1
81,7.39,67.48,94.84,8.1,1
79,7.44,99.26,68.58,9.5,1
91,7.12,73.42,72.74,5.7,0
116,8.84,66.89,70.06,4.9,1
77,6.77,62.58,66.94,7,0
70,6.76,90.75,52.9,7,1
93,9.62,76.59,74.82,8.8,1
108,8.48,77.46,59.57,5.2,1
118,5.11,78.41,74.59,6.2,1
93,6.93,90.13,100,3.8,1
94,5.69,78.2,68.89,9.1,1
117,6.55,100,77.34,7.4,1
72,4.36,81.34,85.88,6.3,1
94,7.36,90.62,78.36,5,0
103,6.36,88.05,78.51,5.2,0
107,7.56,79.64,70.65,7.6,1
92,5.87,74.13,72.22,5.3,1
101,7.58,83.32,63.48,7.2,0
70,7.09,85.1,85.15,10,0
90,9,74.27,54.1,6.5,0
107,8.91,81.66,86.65,5.6,1
85,8.29,92.36,58.16,7.6,1
101,7.17,100,86.55,5.2,0
107,9.49,88.54,70.75,9.6,0
95,5.95,98.63,60.22,9.1,1
103,6.1,73.71,81.95,6.8,0
86,7.42,87.02,86.15,5.7,1
97,9.75,93.39,69.74,6.4,1
109,7.3,71.04,83.65,6.6,1
102,7.32,75.14,47.58,7.6,1
91,6.06,97.38,59.15,8.6,0
103,8.45,70.25,90.51,5.4,0
111,8.45,66.59,72.32,8.5,0
70,8.29,95.28,52.65,7.9,1
117,6.87,91.97,66.61,6.2,1
95,6.79,84.32,63.92,5.4,1
106,6.21,79.54,73.01,7.2,1
118,7.58,75.61,70.55,5.4,0
79,6.42,82.82,77.15,8.5,1
89,6.32,95.8,74.17,5.3,0
96,7.08,82.39,91.32,7.8,1
88,7.01,100,80.09,6.9,1
126,6.96,71.02,80.49,6.2,0
87,7.97,79.8,88.98,6.8,1
92,7.58,76.27,70.33,8.6,0
103,7.21,69.15,59.86,5.2,0
82,7.68,78.47,89.48,6.4,1
94,6.51,84.17,76.63,5.9,1
105,7.61,85.24,76.67,6.9,0
95,7.65,100,67.4,6,1
99,6,84.64,67.6,4.3,0
92,8.5,91.5,85.16,5.4,1
77,6.62,80.66,86.82,9.5,1
105,7.59,96.78,84.41,7.4,0
126,8.66,100,84.52,7.3,1
100,8.43,85.31,81.83,6.6,1
103,7.53,70.07,76.58,6.9,1
110,7.14,74.51,72.9,6.4,1
81,8.45,82.82,89.52,7.8,1
126,8.17,84.56,70.52,7.2,1
103,6.88,86.98,79.44,5.2,1
124,6.71,84.6,65.35,7.4,0
89,5.43,80.07,67.09,3.3,1
127,7.65,73.64,72.17,7.6,1
112,7.42,84.01,65.35,4.9,0
108,8.64,98.55,84.57,6.9,1
104,7.86,90.2,58.82,5.2,1
96,8.83,85.35,76.19,7,1
118,6.8,90.3,76.59,7.9,0
102,8.64,76.29,53.27,9.3,1
70,6.97,74.92,69.71,4.7,0
83,8.28,72.52,78.07,8.5,0
97,6.04,78.75,80.14,7.2,1
105,7.74,75.78,72.55,6.3,0
99,5.52,92.08,83.12,8.1,1
118,7.23,75.25,73.69,6.6,0
71,7.94,71.97,75.16,8.1,0
102,6.98,99.43,78.02,5.5,0
73,6.45,75.49,86.12,6.1,1
111,8.35,81.54,66.89,8.4,0
99,7.4,84.51,69.16,9.2,1
106,7.01,68.63,66.97,6.9,0
87,7.54,92.35,71.01,2.8,1
119,10,86.37,92.11,6.7,1
116,8.65,95.58,81.87,7,1
109,8.66,73.21,61.43,6.7,1
98,7.94,80.99,67.79,7.5,1
109,7.67,80.39,79.47,6.3,0
89,5.1,82.64,64.12,8.3,1
113,6.82,65.45,66.3,5.2,0
125,7.02,81.11,91.14,8.9,1
116,5.63,65.74,67.64,9.3,1
89,6.34,83.58,86.46,5.6,1
105,5.52,58.71,90.06,5.6,1
81,7.46,61.48,66.2,7.6,1
109,8.32,88.19,64.32,5.2,0
107,8.61,74.53,71.69,6.3,1
72,7.91,70.12,61.94,8.7,0
83,6.54,92.71,76.45,8.1,1
96,5.57,83.28,72.53,10,0
95,5.74,88.72,79.33,7.3,1
82,6.23,78.34,91.76,6.1,0
106,6.61,100,84.81,7.1,1
104,7.34,73.95,80.87,6.8,1
97,6.49,97.44,51.41,6.8,0
89,7.84,79.39,80.32,7,1
116,7.27,63.45,95.67,5.6,1
125,7.51,84.83,38.87,7.4,1
93,8.64,83.15,83.27,4.9,0
91,6.32,69.49,73.09,5.9,1
107,7.92,70.78,64.8,6.8,1
95,7.49,79.75,84.61,3.6,0
98,7.17,83.5,95.52,8.2,0
111,8.39,55.29,84.3,3.9,1
71,8.38,90.53,70.55,8,0
120,6.55,75.06,63.68,5.1,1
101,7.32,66.68,76.74,6.4,1
94,7.78,89.41,85.48,7.8,1
99,7.23,79.76,70.36,10,0
99,8.09,92.16,71.52,7.2,1
74,7.78,84.38,100,4,1
122,9.33,79.98,87.94,8.4,1
101,5.97,78.47,88.8,6.7,1
107,7.38,84.83,57.48,7.1,0
114,6.59,75.86,66.51,7.8,0
85,8.1,71.47,75.9,3.7,0
107,5.88,86.1,62.99,7,1
96,7.85,78.56,94.2,6.4,1
113,6.87,80.34,91.92,8.8,0
70,6.77,90.89,68.6,8.1,1
99,6.05,78.86,96.41,4.6,1
91,7.03,80.15,74.95,8.9,1
106,8.58,74,100,7.7,1
107,7.47,84.31,76.74,4.7,0
89,8.13,83.5,81.91,7.1,0
89,9.16,89.01,91.8,8.6,1
98,7.76,74.21,90.33,5.2,0
87,6.94,75.42,81.13,9.1,1
113,7.97,87.92,73.31,4.7,0
94,6.96,82.52,81.17,5.8,1
70,7,70.94,65.21,5.6,1
94,5.98,93.07,76.83,9.1,1
84,8.43,63.02,61.69,6.3,0
76,7.11,87.84,53.63,5.3,1
81,7.68,67.35,75.61,7.7,1
102,6.46,98.86,90.15,8,0
120,7.94,64.55,86.11,8,0
105,6.74,91.52,74.02,6.6,0
91,7.36,79.18,95.96,7.4,0
107,8.38,76.33,68.17,6,0
93,8.29,81.85,51.99,9.5,0
90,7.48,86.32,48.81,8.7,0
83,5.73,70.96,60.83,8.6,0
74,10,71.84,84.8,8.2,1
94,9.25,86.5,67.38,7.8,1
102,8.22,62.93,80.53,5.1,1
99,6.75,74.16,94.76,7.9,1
94,7.39,100,61.8,7.2,0
86,6.96,70.32,80.74,8.9,0
109,8.76,91.48,81.47,8.2,0
80,7.76,74.14,64.67,7.8,0
112,6.72,85.09,91.25,4.5,1
85,7.03,86.54,71.55,6.9,0
89,8.62,91.29,70.39,6.2,1
78,9.1,78,100,7.4,1
92,9.03,99.89,81.27,6.4,0
115,8.26,74.11,86.1,6.6,1
108,7.25,82.34,91.26,7.7,0
115,4.26,82.45,67.19,6.4,1
108,7.8,68.78,90,7.2,0
83,7.5,77.14,68.98,4.7,1
95,7.64,81.62,68.46,5.8,0
88,7.55,75.68,71.74,8,1
120,6.17,100,67.54,5.2,1
82,8.06,71.61,84.87,8.9,1
113,8.13,91.79,78.21,8.5,1
113,8.18,88.56,69.11,6.6,0
127,8.45,79.86,83.09,10,1
94,8.1,71.35,71.7,8.9,1
111,7.09,72.32,71.06,5.6,1
134,7.43,74.82,75.58,8.1,0
91,7.59,62.14,80.56,7.1,0
77,7.61,69.97,79.68,5.8,1
72,8.5,65.18,70.64,5.4,1
111,8.14,93.46,85.17,8.5,1
72,9.58,86.18,72.33,6.1,1
94,9.71,87.86,67.14,6.8,1
107,7.58,85.89,57.38,5.6,1
103,4,81.67,86.8,5.9,1
106,8.74,94.61,75.15,6.8,1
103,6.96,73.89,77.53,7.6,1
119,6.7,81.07,87.55,3.1,1
86,7.1,87.47,69.27,7,0
90,7.05,66.79,58.51,5.9,0
88,8.11,100,75.84,9.1,0
112,5.94,80.29,78.7,10,1
114,6.42,81.42,71.85,6.5,1
107,7.84,92.57,92.68,4.4,1
118,8.12,89.15,45.17,7.2,1
82,8.14,80.38,88.44,6.7,1
125,6.71,81.3,84.49,10,0
123,6.52,64.96,80.48,9.5,0
111,6.99,74.44,35,8.3,0
127,7.74,85.17,90.41,6.1,0
75,8.99,84.44,62.68,8,0
92,5.45,92.21,68.91,7.4,0
89,7.28,78.79,72.95,7.4,0
111,6.17,66.13,79.89,4.7,0
84,5.85,90.57,82.67,8.6,1
111,8.47,94.36,85.71,7.2,1
121,8.04,88.98,84.79,6.8,1
110,7.95,78.36,78.04,6.1,1
104,8.42,90.44,79.99,5.8,0
85,7.02,100,61.91,7.5,0
87,7.07,81.15,65.99,4.4,0
119,9.69,66.88,85.75,8.2,1
112,7.25,74.14,85.05,5.4,1
99,8.24,86.25,83.69,3.9,1
94,7.51,63.95,68.83,9.7,0
70,5.65,81.69,85.93,5.7,0
84,5.46,83.8,61.07,5.9,0
129,6.92,95.35,87.93,8.7,1
81,8.56,93.1,71.87,9.8,0
103,8.29,88.65,95.21,4.7,0
115,8.41,58.37,56.74,5.6,0
81,6.51,89.21,96.16,5.7,1
103,9.12,87.06,70.66,8.4,0
114,6.54,82.56,70.45,9.5,1
100,7.71,62.7,77.34,5.4,1
143,7.49,72.23,66.64,9.1,1
75,7.33,68.33,74.13,5.9,0
116,8.84,59.85,66.15,7.5,1
97,6.79,79.97,66.59,5.1,0
112,6.15,72.02,80.84,6.8,0
107,7.52,100,64.18,6.8,0
89,7.1,78.31,65.78,6.5,1
103,10,92.94,58.53,7.6,0
72,8.18,64.31,68.95,5.5,0
109,7.09,74.7,90.74,5.7,1
104,6.44,80.97,64.85,7.7,0
110,5.62,70.92,66.22,9,1
116,6.47,75.78,77.33,7,1
106,7.61,77.82,70.55,7.8,0
102,8.93,77.66,100,8.1,1
87,8.62,98.55,73.05,8.2,1
89,7.73,83.78,79.02,5.6,0
118,7.18,84.8,86.33,5.8,1
122,7.77,85.4,86.09,6,1
96,6.98,86.13,77.8,9.9,0
101,9.22,79.17,73.07,7.8,0
86,7.31,76.79,99.29,7.7,0
118,7.41,81.67,73.8,7.5,0
110,5.28,91.57,69.7,5,1
129,7.3,91.26,67.25,9.9,1
87,8.34,77.6,54.28,7.7,0
94,6.43,87.68,84.86,8.1,1
103,6.75,78.05,46.82,4.4,0
110,8.29,80.34,74.93,8.2,0
97,6.02,75.26,72.54,6.5,1
87,8.56,78.18,100,5,0
113,6.97,93.41,53.02,5.6,0
111,7.11,80.92,64.19,5.1,1
86,6.38,81.35,73.37,5.1,0
120,7.88,65.53,72.63,7.1,0
118,9.96,76.91,68.41,6.4,1
102,8.28,77.59,74.03,7.5,1
101,6.64,71.71,59.89,9.5,1
108,8.64,80.22,79.29,6.8,1
87,7.18,75.71,47.14,3.6,0
100,8.87,80.8,74.69,6.6,0
70,8.31,81.22,67.8,8.8,1
113,4.56,70.44,87.2,6.9,1
77,6.5,76.01,96.06,9.3,1
123,8.44,80.77,71.03,7.7,0
95,7.65,91.84,91.69,4.2,0
97,6.48,82.57,71.21,7.2,1
91,6.87,73.38,63.41,7.4,1
96,5.59,83.99,95.95,8.6,1
121,7.41,97.08,81.25,9.7,1
70,9.71,89.17,75.05,8.4,0
119,8.3,85.48,83.25,7.7,1
105,9.69,87.26,78.29,8,1
82,8.38,94.4,74.17,6.7,0
84,8.53,90.76,59.08,4.8,0
125,9.47,85.67,71.75,7.1,0
86,7.88,90.69,82.48,7.5,0
83,7.31,69.18,73.53,5.2,0
117,8.53,64.98,85.83,9,0
105,8.95,81.57,79.6,8.5,0
86,7.02,80.69,64.46,4.9,0
103,6.78,74.56,59.17,9,0
85,7.64,88.26,73.11,6.5,1
117,8.33,61.37,68.71,5.8,1
116,8.3,74.65,79.04,8.6,1
108,6.08,75.15,66.38,6.9,0
105,9.41,63.64,67.62,9.8,0
126,6.86,94.95,87.64,5.7,0
100,7.23,66.41,76.78,4.4,1
82,6.6,74.12,66.57,6.6,1
107,10,89.08,75.21,8.2,0
131,7.74,86.46,91.55,5.6,1
85,6.65,68.92,78.53,5,1
95,8.36,86.82,82.12,7.3,0
106,8.27,82.9,65.97,4.8,1
99,7.31,100,87.32,7.5,1
85,8.34,84.04,100,6.5,1
117,6.67,78.59,65.5,7.7,1
135,7.01,71.43,60.82,4.9,1
103,5.49,72.56,77.11,8.9,1
86,6.18,71.74,85.51,6.7,0
77,9.31,93.71,73.9,8.1,1
104,9.14,80.18,62.36,8.4,0
117,7.57,85.65,73.7,5.3,1
107,9.16,95.14,82.18,8.3,1
100,7.34,56.42,70.12,4.9,1
91,7.26,92.79,82.29,4.9,1
84,7.56,80.55,88.98,9.9,1
113,7.38,84.35,77.88,8.7,1
114,7.28,71.72,74.66,10,0
77,8.64,72.45,84.95,6.4,0
124,7.65,84.89,64.73,7.2,1
109,8.21,100,63.54,7.8,1
121,8.53,90.03,71.8,7,1
80,7.89,92.66,69.1,5.9,1
80,6.53,78.08,65.36,5.7,0
98,6.15,74,96.97,7.3,1
108,7.65,72.19,100,5.4,0
127,7.33,75.12,70.76,5.4,0
111,7.59,59.47,76.1,7.6,1
96,7.48,72.75,72.75,6.9,1
85,10,74.4,88.29,8.4,1
118,6.17,78.25,90.67,6.4,1
86,5.51,81.32,53.67,6.1,0
124,7.83,83.62,80.71,7.6,1
96,7.12,79.85,59.32,5.8,1
124,7.82,74.19,96.1,6,0
110,8.08,60.37,80.28,6.1,1
98,8.78,74.25,65.12,6.7,1
92,5.99,70.28,72.1,9.7,0
95,6.94,84.66,71.53,4.9,0
106,7.93,89.09,81.3,8.9,1
101,8.27,89.39,87.5,8.1,1
91,9.69,87.57,61.22,9.4,1
98,8.46,78.66,97.07,10,1
101,7.44,74.78,94.27,9.1,1
70,6.61,72.53,64.5,8.4,0
107,6.94,64.93,75.87,5,1
85,6.91,89.92,95.53,5.2,1
83,8.16,78.25,89.8,7.5,0
75,7.76,67.54,70.96,4.5,0
73,6.18,71.74,84.77,7.9,0
80,7.06,71.33,100,3.8,1
89,8.38,80.43,76.26,8.7,1
129,7.85,90.67,67.41,6.5,1
92,8.07,76.52,77.07,7.2,0
103,7.88,57.47,77.96,5.9,1
106,9.13,78.11,68.71,4.2,1
102,7.74,78.44,80.3,8.9,1
99,7.11,77.75,59.95,9,1
82,6.58,73.73,67.01,6.5,0
122,7.75,82.17,84.1,8,0
127,5.06,80.66,53.94,6.4,0
75,7.32,79.75,85.84,7.4,1
85,7.29,84.13,50.86,8.1,0
96,6.14,75.7,54.22,7.8,1
86,6.57,75.13,69.01,9,1
108,8.31,93.8,78.44,7.8,1
89,7.73,85.59,90.9,7,1
132,7.6,88.27,75.69,5.9,1
118,7.81,92.26,72.04,6.3,1
103,7.59,85.26,81.95,8.2,0
115,8.74,89.28,64.55,4.7,0
117,7.62,64.21,76.67,8.7,1
92,6.04,82.04,60.61,6.6,1
88,9.13,78.17,75.99,5.8,1
101,7.87,96.78,73.44,5.4,1
113,6.91,89.28,65.35,8,1
102,6.25,73.7,76.98,7,1
76,7.9,83.73,76.9,9.4,0
88,7.38,81.68,89.11,5.1,0
99,9.07,84.54,55.73,6.1,1
99,7.15,69.81,74.09,6.9,0
130,6.66,83.6,65.88,5.9,0
79,8.4,77.72,85.44,7,1
108,8.43,82.82,84.05,7.5,1
122,7.67,72.76,81.09,7.7,0
134,8.18,74.15,66.55,9.3,1
94,7.46,91.74,85.63,5,1
107,7.73,69.48,56.64,7.5,0
109,8.66,70.22,54.18,6,1
103,8.13,79.48,59.69,7.6,0
99,7.33,72.28,74.6,7.6,1
107,8.85,71.15,83.1,5.5,1
70,5.14,81.05,39.29,5.6,0
110,9.55,64.95,90.87,7.8,1
102,5.79,69.92,76.57,7,1
97,6.87,100,56.19,6.7,1
131,7.46,84.59,76.21,8,1
90,7.35,72.53,88.11,8.1,1
94,8.51,84.18,82.19,6.2,1
130,6.44,85.67,88.19,5.7,1
88,7.76,89.94,58.61,5.1,1
92,6.92,78.73,70.03,7.1,0
98,7.8,89.76,63.9,4.9,0
113,7.44,59.62,95.61,7.1,1
103,7.59,69.44,82.67,8.8,0
81,6.95,81.64,100,6.5,0
92,6.99,83.3,69.39,6.2,1
91,7.79,70.88,66.3,10,0
99,8.44,82.59,73.29,9.3,1
106,6.9,73.76,91.54,5.9,0
106,6.63,77.23,70.61,7.2,1
73,8.11,90.25,76.49,7.5,0
116,7.47,89.09,76.16,7.3,1
104,8.33,70.03,75.47,9.7,0
121,6.59,69.43,67.17,7.1,0
107,5.72,75.89,73.35,7.4,0
117,6.97,79.73,72.84,8,1
107,6.73,73.42,74.91,8.8,1
120,7.42,90.41,86.32,8.4,1
108,6.86,83.47,96.13,7.8,0
99,8.24,84.06,64.91,4.7,1
134,7.21,67.33,70.3,6.3,1
113,7.65,91.67,65.1,8.2,1
109,7.66,51.8,77.25,7.4,0
81,7.69,88.34,68.54,8.2,1
81,7.48,89.34,77.88,9.8,0
104,8.01,75.68,88.24,5.2,0
102,6.7,92.73,44.69,8.7,0
91,8.9,79.37,80.9,6.5,1
102,7.26,80.62,69.48,8.4,1
124,6.19,83.4,80.53,6.9,1
110,7.69,100,64.24,10,1
83,6.65,93.44,89.36,7.2,0
98,8.17,87.01,85.96,6,1
88,9.71,70.87,81.82,7.6,1
94,6.71,81.44,84.52,7.5,0
94,7.83,71.87,66.05,8.7,1
93,5.74,88.22,67.56,7.7,0
81,7.95,81.4,84.03,10,1
98,6.61,68.75,65.79,6.8,0
92,6.88,80.81,92.35,6.9,1
70,6.4,71.51,71.12,6.1,0
131,8.23,81.51,81.02,7.1,1
116,8.51,71.41,100,7.3,1
94,7.52,80.27,66.53,7.4,0
100,6.64,87.5,75.83,7.1,0
82,9.09,79.47,87.65,6.1,0
125,6.75,76.09,86.42,5.7,0
128,5.34,82.03,71.07,6.4,1
102,7.96,86.97,68.8,8.7,0
115,6.4,68.93,72.2,9,0
103,8.49,82.61,92.37,6.9,1
80,7.12,93.18,71.65,5.6,0
94,8.1,85.74,75.94,6.9,1
102,8.9,80.58,69.88,10,0
93,6.29,86.4,83.47,8.5,0
97,6.93,84.52,76.87,7.8,1
99,7.42,87.54,62.96,8.4,1
99,9.04,59.76,63.37,9.3,0
101,6.84,64.47,51.02,5.3,1
84,6.91,90.05,65.02,6.4,0
89,7.98,64.95,84.53,6.2,1
81,6.92,84.02,90.89,7.9,0
115,7.65,76.48,83.23,7.2,1
70,5.95,70.04,81.66,8.1,1
117,9.71,83.5,73.48,6.2,0
121,6.15,82.01,84.3,9.1,0
95,7.18,100,78.44,6.9,1
70,7.47,73.75,96.65,8,1
95,9.41,94.4,73.82,8.8,0
99,6.18,83.52,91.12,8.7,0
85,9.48,73.39,85.49,7.5,0
92,8.26,87.99,83.83,8.2,0
123,7.92,85.66,50.86,9.6,1
110,6.52,80.36,86.15,7.8,0
86,8.07,82.66,73.47,5.9,0
76,6.78,74.03,69.67,7.9,0
95,8.77,71.74,57.21,6.9,1
97,6.53,87.59,74.93,3.5,0
107,7.39,77.76,75.4,7.7,0
92,6.94,79.2,59.36,7.2,0
108,6.51,82.8,57.32,8.7,0
129,8.24,82.65,80.84,5.9,1
112,8.04,65.71,85.46,4.7,0
99,8.71,92.86,77.28,7.3,0
97,5.72,81.21,88.81,7.6,1
95,8.56,77.97,73.96,7.1,1
118,10,84.31,74.35,7,1
91,7.05,82.37,64,5.4,0
101,9.4,87.67,56.28,6.8,1
101,7.24,85.38,97.26,6.5,1
92,6.13,87.18,88.58,8.6,1
79,7.19,93.51,58.29,7.6,1
105,8.55,88.84,76.87,6.6,1
99,6.66,78.4,73.8,9.6,0
108,6.9,68.77,71.71,6.6,0
92,8.09,96.68,70.09,7.8,0
118,7.5,77.62,79.58,6.7,1
87,8.08,75.27,84.82,9.4,0
126,7.74,62.63,79.83,7.1,1
74,7.98,83.38,73.55,7.2,1
107,7.07,81.49,73.11,6.8,1
107,7.73,64.85,86.24,7.3,0
88,6.57,84.53,80.56,8.8,0
106,8.79,75.02,75.87,8.3,1
119,6.87,100,74.57,7,1
70,8.63,74.31,79.14,9.6,0
108,7.27,75.65,69.38,8.3,1
70,7.7,71.25,84.86,6.3,0
86,7.01,92.78,62.09,4.9,0
124,6.48,76.27,70.06,6.4,1
91,5.76,72.75,82.33,7.6,1
82,6.44,87.07,61.41,7.9,1
97,7.18,66.2,56.12,9,1
131,7.71,86.25,75.76,5.4,1
73,8.51,97.81,54.64,6.3,0
84,7.05,85.67,59.41,5.2,0
122,6.62,86.38,84.08,5,1
128,6.06,88.7,72.54,6.1,0
98,7.98,97.1,90.43,7.5,0
81,8.88,92.1,60.54,8.2,0
131,8.77,84.4,73.87,5.6,1
124,8.21,89.04,79.8,5.8,1
110,8.14,71.14,60.95,4.3,1
88,9.2,87.76,87.38,7.3,1
99,7.83,69.94,81.13,5.9,0
98,8.15,76.33,55.69,9.5,1
105,7.18,49.17,74.55,7.6,0
122,6.14,84.01,79.63,6.7,1
113,6.82,73.56,67.92,6,1
84,7.49,91.11,57.24,4.8,0
121,7.56,83.9,78.34,4.9,1
105,9.43,91.24,100,6.1,1
110,7.58,69.16,70.36,6,1
122,8.68,90.38,93.83,5.5,0
83,7.06,100,65.97,7.6,1
99,7.19,87.64,77.59,7.8,1
92,6.17,87.9,84.26,6.3,0
76,6.76,81.7,74.9,9.9,0
105,8.03,74.75,71.43,4.4,0
138,7.51,87.61,83.71,7.1,1
72,8.44,64.94,97.7,6.7,0
100,7.68,75.82,78.61,6.2,0
110,7.15,62.29,68.81,6,1
102,9.65,72.96,72.72,7,1
98,7.41,86.42,100,6.7,0
81,8.66,85.05,76.62,6.4,0
103,7.1,80.51,67.87,5.1,0
